Location,Created Date,X Coordinate,Y Coordinate
2105 N SPRINGFIELD AVE ,01-23-2015,1150038,1913729
559 W ALDINE AVE ,01-23-2015,1171926,1922298
555 W ALDINE AVE ,01-23-2015,1171952,1922299
540 W ALDINE AVE ,01-23-2015,1172051,1922301
530 W ALDINE AVE ,01-23-2015,1172117,1922303
525 W ALDINE AVE ,01-23-2015,1172150,1922304
520 W ALDINE AVE ,01-23-2015,1172183,1922305
3640 W PALMER ST ,01-23-2015,1151636,1914376
3659 W PALMER ST ,01-23-2015,1151544,1914374
3701 W PALMER ST ,01-23-2015,1151344,1914369
3701 W PALMER ST ,01-23-2015,1151344,1914369
3718 W PALMER ST ,01-23-2015,1151230,1914366
3721 W PALMER ST ,01-23-2015,1151209,1914366
3722 W PALMER ST ,01-23-2015,1151203,1914366
3723 W PALMER ST ,01-23-2015,1151196,1914365
3812 W PALMER ST ,01-23-2015,1150547,1914350
3816 W PALMER ST ,01-23-2015,1150502,1914349
3820 W PALMER ST ,01-23-2015,1150456,1914348
3824 W PALMER ST ,01-23-2015,1150410,1914347
3828 W PALMER ST ,01-23-2015,1150364,1914346
3853 W PALMER ST ,01-23-2015,1150242,1914343
2059 N PULASKI RD ,01-23-2015,1149379,1913462
2311 N RIDGEWAY AVE ,01-23-2015,1150997,1915102
2318 N RIDGEWAY AVE ,01-23-2015,1150995,1915149
513 W ALDINE AVE ,01-23-2015,1172229,1922306
511 W ALDINE AVE ,01-23-2015,1172242,1922307
509 W ALDINE AVE ,01-23-2015,1172255,1922307
507 W ALDINE AVE ,01-23-2015,1172268,1922307
452 W ALDINE AVE ,01-23-2015,1172397,1922311
3744 N OCTAVIA AVE ,01-23-2015,1126749,1923951
3771 N OCTAVIA AVE ,01-23-2015,1126742,1924165
3801 N OCTAVIA AVE ,01-23-2015,1126735,1924393
3802 N OCTAVIA AVE ,01-23-2015,1126735,1924400
3842 N OCTAVIA AVE ,01-23-2015,1126726,1924667
3904 N OCTAVIA AVE ,01-23-2015,1126713,1925078
3911 N OCTAVIA AVE ,01-23-2015,1126710,1925131
3922 N OCTAVIA AVE ,01-23-2015,1126706,1925213
3758 N ODELL AVE ,01-23-2015,1126411,1924048
3824 N ODELL AVE ,01-23-2015,1126395,1924536
3837 N ODELL AVE ,01-23-2015,1126392,1924622
3847 N ODELL AVE ,01-23-2015,1126390,1924689
3910 N ODELL AVE ,01-23-2015,1126376,1925090
3912 N ODELL AVE ,01-23-2015,1126376,1925101
5213 S MOBILE AVE ,01-27-2015,1135257,1869346
5158 S MOBILE AVE ,01-27-2015,1135246,1869705
5158 S MOBILE AVE ,01-27-2015,1135246,1869705
5239 S MOBILE AVE ,01-27-2015,1135262,1869172
5204 S MULLIGAN AVE ,01-27-2015,1134923,1869395
5205 S MULLIGAN AVE ,01-27-2015,1134923,1869388
5304 S MULLIGAN AVE ,01-27-2015,1134943,1868735
5304 S MULLIGAN AVE ,01-27-2015,1134943,1868735
5417 S MULLIGAN AVE ,01-27-2015,1134971,1868006
5239 S KEATING AVE ,01-27-2015,1145580,1869437
5415 S KENNETH AVE ,01-27-2015,1147616,1868336
5415 S KENNETH AVE ,01-27-2015,1147616,1868336
1338 W HASTINGS ST ,01-27-2015,1167663,1893851
1331 W HASTINGS ST ,01-27-2015,1167710,1893853
1331 W HASTINGS ST ,01-27-2015,1167710,1893853
1329 W HASTINGS ST ,01-27-2015,1167724,1893853
1327 W HASTINGS ST ,01-27-2015,1167737,1893854
1323 W HASTINGS ST ,01-27-2015,1167764,1893854
1321 W HASTINGS ST ,01-27-2015,1167778,1893855
1319 W HASTINGS ST ,01-27-2015,1167791,1893855
1303 W HASTINGS ST ,01-27-2015,1167899,1893858
1332 S THROOP ST ,01-27-2015,1167919,1893859
1333 S THROOP ST ,01-27-2015,1167919,1893854
1200 W 13TH ST ,01-27-2015,1168575,1894209
1206 W 13TH ST ,01-27-2015,1168537,1894208
1301 W 13TH ST ,01-27-2015,1167902,1894190
1309 W 13TH ST ,01-27-2015,1167848,1894188
1311 W 13TH ST ,01-27-2015,1167835,1894188
1300 W 13TH ST ,01-27-2015,1167909,1894190
1313 W 13TH ST ,01-27-2015,1167822,1894187
1322 W 13TH ST ,01-27-2015,1167761,1894186
1326 W 13TH ST ,01-27-2015,1167734,1894185
1326 W 13TH ST ,01-27-2015,1167734,1894185
1702 W ROOSEVELT RD ,01-27-2015,1165204,1894773
1728 W ROOSEVELT RD ,01-27-2015,1164906,1894765
900 S ASHLAND AVE ,01-27-2015,1165874,1896085
900 S ASHLAND AVE ,01-27-2015,1165874,1896085
1748 W ROOSEVELT RD ,01-27-2015,1164807,1894762
1900 W POLK ST ,01-27-2015,1163890,1896461
3705 S WOLCOTT AVE ,01-27-2015,1164295,1880123
3811 S WOLCOTT AVE ,01-27-2015,1164316,1879371
3815 S WOLCOTT AVE ,01-27-2015,1164317,1879326
3500 S WOLCOTT AVE ,01-27-2015,1164257,1881486
1800 W PERSHING RD ,01-27-2015,1164992,1878895
1800 W PERSHING RD ,01-27-2015,1164992,1878895
3516 S HERMITAGE AVE ,01-27-2015,1165258,1881402
3658 S WINCHESTER AVE ,01-27-2015,1163951,1880424
3559 S WINCHESTER AVE ,01-27-2015,1163934,1881083
3510 S WINCHESTER AVE ,01-27-2015,1163926,1881412
3508 S WINCHESTER AVE ,01-27-2015,1163925,1881425
1800 W PERSHING RD ,01-27-2015,1164992,1878895
3833 S HERMITAGE AVE ,01-27-2015,1165319,1879146
3833 S HERMITAGE AVE ,01-27-2015,1165319,1879146
3511 S HERMITAGE AVE ,01-27-2015,1165257,1881435
3511 S HERMITAGE AVE ,01-27-2015,1165257,1881435
3819 S WINCHESTER AVE ,01-27-2015,1163985,1879275
3613 S WINCHESTER AVE ,01-27-2015,1163943,1880727
3559 S WINCHESTER AVE ,01-27-2015,1163934,1881083
3504 S WINCHESTER AVE ,01-27-2015,1163925,1881452
3511 S WINCHESTER AVE ,01-27-2015,1163926,1881405
5212 S MOBILE AVE ,01-27-2015,1135257,1869352
5154 S MOBILE AVE ,01-27-2015,1135246,1869732
5200 S MULLIGAN AVE ,01-27-2015,1134922,1869421
5200 S MULLIGAN AVE ,01-27-2015,1134922,1869421
5229 S MULLIGAN AVE ,01-27-2015,1134928,1869228
5409 S MULLIGAN AVE ,01-27-2015,1134966,1868051
5417 S MULLIGAN AVE ,01-27-2015,1134971,1868006
5157 S KEATING AVE ,01-27-2015,1145569,1869837
5157 S KEATING AVE ,01-27-2015,1145569,1869837
5232 S KEATING AVE ,01-27-2015,1145579,1869481
5245 S KEATING AVE ,01-27-2015,1145581,1869399
5106 S KILBOURN AVE ,01-27-2015,1147231,1870367
7300 S SOUTH SHORE DR ,08-08-2014,1195061,1857562
7321 S SOUTH SHORE DR ,08-08-2014,1195162,1857428
7337 S SOUTH SHORE DR ,08-08-2014,1195238,1857327
7340 S SOUTH SHORE DR ,08-08-2014,1195252,1857308
7357 S SOUTH SHORE DR ,08-08-2014,1195334,1857200
7359 S SOUTH SHORE DR ,08-08-2014,1195343,1857187
7400 S SOUTH SHORE DR ,08-08-2014,1195534,1856934
7448 S SOUTH SHORE DR ,08-08-2014,1195764,1856629
7450 S SOUTH SHORE DR ,08-08-2014,1195534,1856934
7452 S SOUTH SHORE DR ,08-08-2014,1195783,1856603
7460 S SOUTH SHORE DR ,08-08-2014,1195821,1856553
7470 S SOUTH SHORE DR ,08-08-2014,1195869,1856489
7100 S COLES AVE ,08-08-2014,1193936,1858372
7124 S COLES AVE ,08-08-2014,1194010,1858270
7128 S COLES AVE ,08-08-2014,1194022,1858253
7151 S CYRIL AVE ,08-08-2014,1190601,1857855
1968 E 72ND PL ,08-08-2014,1190566,1857291
1970 E 72ND PL ,08-08-2014,1190581,1857291
1749 E 72ND PL ,08-08-2014,1189213,1857243
7221 S STONY ISLAND AVE ,08-08-2014,1188064,1857330
7219 S STONY ISLAND AVE ,08-08-2014,1188063,1857352
7219 S STONY ISLAND AVE ,08-08-2014,1188063,1857352
7217 S STONY ISLAND AVE ,08-08-2014,1188063,1857374
7217 S STONY ISLAND AVE ,08-08-2014,1188063,1857374
7215 S STONY ISLAND AVE ,08-08-2014,1188057,1857562
7215 S STONY ISLAND AVE ,08-08-2014,1188057,1857562
7213 S STONY ISLAND AVE ,08-08-2014,1188061,1857419
7213 S STONY ISLAND AVE ,08-08-2014,1188061,1857419
7211 S STONY ISLAND AVE ,08-08-2014,1188061,1857441
1934 E 74TH ST ,08-08-2014,1190502,1856290
9729 S ESCANABA AVE ,08-08-2014,1197075,1840998
9722 S ESCANABA AVE ,08-08-2014,1197074,1841044
9753 S AVENUE N  ,08-08-2014,1201141,1841028
9550 S AVENUE M  ,08-08-2014,1201447,1842630
9758 S AVENUE H  ,01-27-2015,1202783,1841038
3738 E 98TH ST ,01-27-2015,1202787,1840772
3501 E 95TH ST ,01-27-2015,1201127,1842622
3623 E 96TH ST ,01-27-2015,1201935,1842057
3625 E 96TH ST ,01-27-2015,1201783,1842052
8712 S BUFFALO AVE ,01-27-2015,1199554,1847832
8746 S BUFFALO AVE ,01-27-2015,1199561,1847603
8750 S BUFFALO AVE ,01-27-2015,1199551,1847913
8605 S DREXEL AVE ,08-08-2014,1183727,1848116
8607 S DREXEL AVE ,08-08-2014,1183728,1848102
8609 S DREXEL AVE ,08-08-2014,1183728,1848089
8342 S ELLIS AVE ,08-08-2014,1184341,1849885
8344 S ELLIS AVE ,08-08-2014,1184341,1849871
8350 S ELLIS AVE ,08-08-2014,1184335,1850170
8352 S ELLIS AVE ,08-08-2014,1184342,1849817
11301 S WASHTENAW AVE ,01-27-2015,1160402,1829581
960 E 84TH ST ,08-08-2014,1184317,1849497
958 E 84TH ST ,08-08-2014,1184296,1849496
8555 S MARYLAND AVE ,08-08-2014,1183387,1848431
8604 S MARYLAND AVE ,08-08-2014,1183397,1848110
8551 S MARYLAND AVE ,08-08-2014,1183386,1848457
8459 S MARYLAND AVE ,08-08-2014,1183367,1849068
8459 S MARYLAND AVE ,08-08-2014,1183367,1849068
8426 S MARYLAND AVE ,08-08-2014,1183360,1849292
8424 S MARYLAND AVE ,08-08-2014,1183360,1849305
8460 S MARYLAND AVE ,08-08-2014,1183367,1849062
8541 S INGLESIDE AVE ,08-08-2014,1184045,1848550
2341 W THOMAS ST ,08-08-2014,1160599,1907261
11304 S WASHTENAW AVE ,01-27-2015,1160402,1829561
2334 W THOMAS ST ,08-08-2014,1160646,1907263
2329 W THOMAS ST ,08-08-2014,1160680,1907264
11356 S WASHTENAW AVE ,01-27-2015,1160413,1829214
2328 W THOMAS ST ,08-08-2014,1160686,1907264
11407 S WASHTENAW AVE ,01-27-2015,1160424,1828880
11434 S WASHTENAW AVE ,01-27-2015,1160430,1828698
2323 W THOMAS ST ,08-08-2014,1160720,1907265
11419 S TALMAN AVE ,01-27-2015,1160763,1828806
2319 W THOMAS ST ,08-08-2014,1160747,1907266
2310 W THOMAS ST ,08-08-2014,1160807,1907267
2258 W THOMAS ST ,08-08-2014,1161150,1907278
2256 W THOMAS ST ,08-08-2014,1161163,1907278
2254 W THOMAS ST ,08-08-2014,1161177,1907279
2248 W THOMAS ST ,08-08-2014,1161217,1907280
2231 W THOMAS ST ,08-08-2014,1161331,1907284
2229 W THOMAS ST ,08-08-2014,1161345,1907284
2207 W THOMAS ST ,08-08-2014,1161492,1907289
2143 W THOMAS ST ,08-08-2014,1161915,1907302
11411 S TALMAN AVE ,01-27-2015,1160761,1828860
2139 W THOMAS ST ,08-08-2014,1161942,1907303
11401 S TALMAN AVE ,01-27-2015,1160759,1828927
11353 S TALMAN AVE ,01-27-2015,1160749,1829240
2137 W THOMAS ST ,08-08-2014,1161956,1907303
11341 S TALMAN AVE ,01-27-2015,1160747,1829320
11333 S TALMAN AVE ,01-27-2015,1160745,1829374
11329 S TALMAN AVE ,01-27-2015,1160744,1829400
11300 S TALMAN AVE ,01-27-2015,1160738,1829594
1401 N ASTOR ST ,08-08-2014,1176366,1909795
1401 N ASTOR ST ,08-08-2014,1176366,1909795
1364 N ASTOR ST ,08-08-2014,1176352,1909586
1203 N STATE PKWY ,08-08-2014,1176072,1908404
11340 S TALMAN AVE ,01-27-2015,1160747,1829327
1325 N STATE PKWY ,08-08-2014,1176041,1909319
1355 N STATE PKWY ,08-08-2014,1176036,1909532
11240 S TALMAN AVE ,01-27-2015,1160725,1829990
11236 S TALMAN AVE ,01-27-2015,1160724,1830016
1357 N STATE PKWY ,08-08-2014,1176036,1909543
11206 S TALMAN AVE ,01-27-2015,1160718,1830218
1357 N STATE PKWY ,08-08-2014,1176036,1909543
1363 N STATE PKWY ,08-08-2014,1176035,1909577
1363 N STATE PKWY ,08-08-2014,1176035,1909577
1726 E 67TH ST ,01-27-2015,1188965,1860901
1411 N STATE PKWY ,08-08-2014,1176030,1909848
1724 E 67TH ST ,01-27-2015,1188944,1860901
1411 N STATE PKWY ,08-08-2014,1176030,1909848
1415 N STATE PKWY ,08-08-2014,1176029,1909873
6351 S STONY ISLAND AVE ,01-27-2015,1187965,1863186
6315 S STONY ISLAND AVE ,01-27-2015,1187959,1863431
1441 N STATE PKWY ,08-08-2014,1176025,1910033
1555 N STATE PKWY ,08-08-2014,1176003,1910745
1555 N STATE PKWY ,08-08-2014,1176003,1910745
1555 N STATE PKWY ,08-08-2014,1176003,1910745
1555 N STATE PKWY ,08-08-2014,1176003,1910745
5406 W BARRY AVE ,08-08-2014,1139758,1920082
5548 S HYDE PARK BLVD ,01-27-2015,1188603,1868543
5548 S HYDE PARK BLVD ,01-27-2015,1188603,1868543
5554 S HYDE PARK BLVD ,01-27-2015,1188604,1868503
5554 S HYDE PARK BLVD ,01-27-2015,1188604,1868503
5343 W BARRY AVE ,08-08-2014,1140207,1920092
5342 W BARRY AVE ,08-08-2014,1140214,1920093
5311 W BARRY AVE ,08-08-2014,1140424,1920098
3830 W 71ST ST ,01-27-2015,1151956,1857246
3842 W 71ST ST ,01-27-2015,1151867,1857243
5255 W BARRY AVE ,08-08-2014,1140794,1920106
3631 W 67TH PL ,01-27-2015,1153289,1859607
5251 W BARRY AVE ,08-08-2014,1140820,1920107
2819 N CENTRAL AVE ,08-08-2014,1138553,1918185
3109 N CENTRAL AVE ,08-08-2014,1138491,1920113
5418 W DIVERSEY AVE ,08-08-2014,1139687,1918084
5420 W DIVERSEY AVE ,08-08-2014,1139664,1918084
5420 W DIVERSEY AVE ,08-08-2014,1139664,1918084
5500 W DIVERSEY AVE ,08-08-2014,1139226,1918074
5502 W DIVERSEY AVE ,08-08-2014,1139203,1918073
5508 W DIVERSEY AVE ,08-08-2014,1139134,1918072
5510 W DIVERSEY AVE ,08-08-2014,1139111,1918071
5512 W DIVERSEY AVE ,08-08-2014,1139088,1918071
5514 W DIVERSEY AVE ,08-08-2014,1139226,1918074
5516 W DIVERSEY AVE ,08-08-2014,1139041,1918070
4455 N DAMEN AVE ,08-08-2014,1162212,1929592
3613 W 67TH PL ,01-27-2015,1153401,1859610
3839 W 67TH PL ,01-27-2015,1151938,1859569
1839 N WHIPPLE ST ,08-08-2014,1155578,1912059
1829 N WHIPPLE ST ,08-08-2014,1155580,1911991
1745 N WHIPPLE ST ,08-08-2014,1155693,1911437
1656 N WHIPPLE ST ,08-08-2014,1155710,1910856
1653 N WHIPPLE ST ,08-08-2014,1155710,1910836
1650 N WHIPPLE ST ,08-08-2014,1155721,1910483
1643 N WHIPPLE ST ,08-08-2014,1155713,1910769
1621 N WHIPPLE ST ,08-08-2014,1155717,1910623
1754 N TROY ST ,08-08-2014,1155071,1911483
1738 N TROY ST ,08-08-2014,1155074,1911379
1713 N TROY ST ,08-08-2014,1155079,1911215
1715 N TROY ST ,08-08-2014,1155078,1911228
6006 W 55TH ST ,08-08-2014,1137240,1867491
6024 W 55TH ST ,08-08-2014,1137047,1867484
6130 W 55TH ST ,08-08-2014,1136319,1867460
6150 W 55TH ST ,08-08-2014,1136212,1867456
6233 W 55TH ST ,08-08-2014,1135640,1867437
6400 W ARCHER AVE ,08-08-2014,1134649,1867405
6400 W ARCHER AVE ,08-08-2014,1134649,1867405
5452 S MERRIMAC AVE ,08-08-2014,1135638,1867676
4650 W 44TH ST ,08-08-2014,1145990,1875056
4654 S KEATING AVE ,08-08-2014,1145474,1873351
1257 W LUNT AVE ,08-08-2014,1166405,1946644
1409 W LUNT AVE ,08-08-2014,1165550,1946619
1415 W LUNT AVE ,08-08-2014,1165519,1946618
1416 W LUNT AVE ,08-08-2014,1165514,1946618
1434 W LUNT AVE ,08-08-2014,1165424,1946615
1440 W LUNT AVE ,08-08-2014,1165394,1946614
1444 W LUNT AVE ,08-08-2014,1165374,1946613
1445 W LUNT AVE ,08-08-2014,1165369,1946613
1502 W LUNT AVE ,08-08-2014,1165085,1946604
1508 W LUNT AVE ,08-08-2014,1165049,1946603
1509 W LUNT AVE ,08-08-2014,1165043,1946602
1514 W LUNT AVE ,08-08-2014,1165013,1946601
1515 W LUNT AVE ,08-08-2014,1165008,1946601
1516 W LUNT AVE ,08-08-2014,1165002,1946601
1518 W LUNT AVE ,08-08-2014,1164990,1946601
1520 W LUNT AVE ,08-08-2014,1164978,1946600
1531 W LUNT AVE ,08-08-2014,1164912,1946598
1534 W LUNT AVE ,08-08-2014,1164894,1946598
5481 N MONITOR AVE ,08-08-2014,1136211,1936033
5484 N MONITOR AVE ,08-08-2014,1136211,1936061
5501 N MONITOR AVE ,08-08-2014,1136209,1936204
5531 N MONITOR AVE ,08-08-2014,1136109,1936303
5536 N MONITOR AVE ,08-08-2014,1136093,1936319
5537 N MONITOR AVE ,08-08-2014,1136089,1936323
5269 N NORTHWEST HWY ,08-08-2014,1137316,1934454
5279 N NORTHWEST HWY ,08-08-2014,1137231,1934517
5413 N NORTHWEST HWY ,08-08-2014,1136092,1935360
5475 N NORTHWEST HWY ,08-08-2014,1135451,1935835
5489 N AUSTIN AVE ,08-08-2014,1135221,1936139
5491 N AUSTIN AVE ,08-08-2014,1135221,1936156
5505 N AUSTIN AVE ,08-08-2014,1135222,1936255
5559 N AUSTIN AVE ,08-08-2014,1135225,1936597
7719 W ADDISON ST ,08-08-2014,1123865,1923041
7806 W BELMONT AVE ,08-08-2014,1123467,1920353
7808 W BELMONT AVE ,08-08-2014,1123445,1920352
7820 W BELMONT AVE ,08-08-2014,1123313,1920348
7836 W BELMONT AVE ,08-08-2014,1123182,1920343
3314 N OPAL AVE ,08-08-2014,1123176,1921045
3515 N OPAL AVE ,08-08-2014,1123128,1922391
3534 N OPAL AVE ,08-08-2014,1123123,1922532
3236 N ORANGE AVE ,08-08-2014,1122862,1920555
3514 N ORANGE AVE ,08-08-2014,1122794,1922372
3520 N ORANGE AVE ,08-08-2014,1122792,1922416
3528 N ORANGE AVE ,08-08-2014,1122790,1922475
3532 N ORANGE AVE ,08-08-2014,1122789,1922504
3534 N ORANGE AVE ,08-08-2014,1122788,1922518
3536 N ORANGE AVE ,08-08-2014,1122788,1922533
3538 N ORANGE AVE ,08-08-2014,1122787,1922548
3511 N ORANGE AVE ,08-08-2014,1122795,1922350
3542 N ORANGE AVE ,08-08-2014,1122786,1922577
3456 N ORANGE AVE ,08-08-2014,1122809,1921969
9250 S HARBOR AVE ,01-27-2015,1199674,1844228
3543 N OPAL AVE ,08-08-2014,1123120,1922598
2135 W THOMAS ST ,08-11-2014,1161969,1907304
2133 W THOMAS ST ,08-11-2014,1161982,1907304
2125 W THOMAS ST ,08-11-2014,1162036,1907306
2123 W THOMAS ST ,08-11-2014,1162050,1907306
2121 W THOMAS ST ,08-11-2014,1162063,1907307
2118 W THOMAS ST ,08-11-2014,1162083,1907307
2045 W THOMAS ST ,08-11-2014,1162567,1907323
2040 W THOMAS ST ,08-11-2014,1162601,1907324
2040 W THOMAS ST ,08-11-2014,1162601,1907324
2037 W THOMAS ST ,08-11-2014,1162621,1907325
2039 W THOMAS ST ,08-11-2014,1162607,1907325
2035 W THOMAS ST ,08-11-2014,1162634,1907325
2034 W THOMAS ST ,08-11-2014,1162641,1907326
2032 W THOMAS ST ,08-11-2014,1162654,1907326
2028 W THOMAS ST ,08-11-2014,1162681,1907327
2019 W THOMAS ST ,08-11-2014,1162742,1907329
2007 W WALTON ST ,08-11-2014,1162850,1906338
7129 S CALIFORNIA AVE ,01-27-2015,1158939,1857245
3000 W 71ST ST ,01-27-2015,1157599,1857399
3018 W 71ST ST ,01-27-2015,1157405,1857393
3020 W 71ST ST ,01-27-2015,1157384,1857393
3022 W 71ST ST ,01-27-2015,1157362,1857392
3100 W 71ST ST ,01-27-2015,1156933,1857379
3102 W 71ST ST ,01-27-2015,1156911,1857379
3104 W 71ST ST ,01-27-2015,1156889,1857378
3136 W 71ST ST ,01-27-2015,1156578,1857371
5203 W FLETCHER ST ,08-11-2014,1141130,1920447
5214 W FLETCHER ST ,08-11-2014,1141056,1920445
5227 W FLETCHER ST ,08-11-2014,1140969,1920443
3138 W 71ST ST ,01-27-2015,1156568,1857371
5230 W FLETCHER ST ,08-11-2014,1140949,1920443
3140 W 71ST ST ,01-27-2015,1156558,1857370
5234 W FLETCHER ST ,08-11-2014,1140923,1920442
3141 W MARQUETTE RD ,01-27-2015,1156498,1860027
5255 W FLETCHER ST ,08-11-2014,1140782,1920439
3311 W MARQUETTE RD ,01-27-2015,1155471,1859999
5320 W FLETCHER ST ,08-11-2014,1140352,1920429
3309 W MARQUETTE RD ,01-27-2015,1155484,1859999
5325 W FLETCHER ST ,08-11-2014,1140318,1920428
3255 W MARQUETTE RD ,01-27-2015,1155837,1860009
5343 W FLETCHER ST ,08-11-2014,1140196,1920426
5555 W GEORGE ST ,08-11-2014,1138749,1918727
5543 W GEORGE ST ,08-11-2014,1138807,1918728
5541 W GEORGE ST ,08-11-2014,1138817,1918729
5539 W GEORGE ST ,08-11-2014,1138826,1918729
5537 W GEORGE ST ,08-11-2014,1138836,1918729
5501 W GEORGE ST ,08-11-2014,1139193,1918737
5459 W GEORGE ST ,08-11-2014,1139398,1918742
5457 W GEORGE ST ,08-11-2014,1139407,1918742
5455 W GEORGE ST ,08-11-2014,1139417,1918742
5455 W GEORGE ST ,08-11-2014,1139417,1918742
1611 N SEDGWICK ST ,08-11-2014,1173349,1911077
1613 N SEDGWICK ST ,08-11-2014,1173348,1911097
1615 N SEDGWICK ST ,08-11-2014,1173348,1911117
1623 N SEDGWICK ST ,08-11-2014,1173345,1911198
1623 N SEDGWICK ST ,08-11-2014,1173345,1911198
1627 N SEDGWICK ST ,08-11-2014,1173344,1911238
1629 N SEDGWICK ST ,08-11-2014,1173343,1911258
1701 N SEDGWICK ST ,08-11-2014,1173335,1911609
1703 N SEDGWICK ST ,08-11-2014,1173334,1911630
1705 N SEDGWICK ST ,08-11-2014,1173333,1911651
1743 N SEDGWICK ST ,08-11-2014,1173319,1912054
1759 N SEDGWICK ST ,08-11-2014,1173316,1912130
1935 N SEDGWICK ST ,08-11-2014,1173283,1913165
1949 N SEDGWICK ST ,08-11-2014,1173281,1913258
1958 N SEDGWICK ST ,08-11-2014,1173279,1913319
336 W EUGENIE ST ,08-11-2014,1173582,1911598
332 W EUGENIE ST ,08-11-2014,1173598,1911598
324 W EUGENIE ST ,08-11-2014,1173630,1911598
1518 E 82ND ST ,01-27-2015,1187782,1850915
1302 E 80TH ST ,01-27-2015,1186288,1852211
322 W EUGENIE ST ,08-11-2014,1173637,1911598
1536 E 80TH ST ,01-27-2015,1187896,1852247
1708 N ORLEANS ST ,08-11-2014,1173664,1911637
8003 S HARPER AVE ,01-27-2015,1187866,1852226
1841 N ORLEANS ST ,08-11-2014,1173635,1912564
10026 S AVENUE L  ,01-27-2015,1201813,1839154
1840 N ORLEANS ST ,08-11-2014,1173635,1912558
1840 N ORLEANS ST ,08-11-2014,1173635,1912558
10061 S AVENUE M  ,01-27-2015,1201486,1838899
1635 N NORTH PARK AVE ,08-11-2014,1173865,1911335
10135 S AVENUE M  ,01-27-2015,1201490,1838385
1641 N NORTH PARK AVE ,08-11-2014,1173865,1911360
10134 S AVENUE M  ,01-27-2015,1201490,1838392
1640 N NORTH PARK AVE ,08-11-2014,1173865,1911356
10151 S AVENUE M  ,01-27-2015,1201491,1838272
10155 S AVENUE M  ,01-27-2015,1201491,1838244
1648 N NORTH PARK AVE ,08-11-2014,1173864,1911389
10156 S AVENUE M  ,01-27-2015,1201491,1838237
1650 N NORTH PARK AVE ,08-11-2014,1173863,1911398
3502 E 102ND ST ,01-27-2015,1201186,1837930
1650 N NORTH PARK AVE ,08-11-2014,1173863,1911398
9846 S AVENUE H  ,01-27-2015,1202790,1840444
9862 S AVENUE H  ,01-27-2015,1202792,1840330
9862 S AVENUE H  ,01-27-2015,1202792,1840330
8934 S RACINE AVE ,01-28-2015,1169891,1845503
9000 S RACINE AVE ,01-28-2015,1169902,1845106
1204 W 90TH ST ,01-28-2015,1169860,1845105
1204 W 90TH ST ,01-28-2015,1169860,1845105
8954 S LAFLIN ST ,01-28-2015,1167904,1845344
8749 S SANGAMON ST ,01-28-2015,1171505,1846815
8810 S MORGAN ST ,01-28-2015,1171187,1846406
8831 S MORGAN ST ,01-28-2015,1171191,1846272
8701 S MAY ST ,01-28-2015,1170174,1847101
9021 S CARPENTER ST ,01-28-2015,1170899,1844991
8842 S ABERDEEN ST ,01-28-2015,1170537,1846009
1837 W FARWELL AVE ,01-28-2015,1162750,1945647
1837 W FARWELL AVE ,01-28-2015,1162750,1945647
1809 W FARWELL AVE ,01-28-2015,1162923,1945652
1801 W FARWELL AVE ,01-28-2015,1162972,1945654
1909 W FARWELL AVE ,01-28-2015,1162299,1945633
1920 W FARWELL AVE ,01-28-2015,1162215,1945630
1920 W FARWELL AVE ,01-28-2015,1162215,1945630
1928 W FARWELL AVE ,01-28-2015,1162155,1945628
1928 W FARWELL AVE ,01-28-2015,1162155,1945628
1943 W FARWELL AVE ,01-28-2015,1162041,1945625
1600 W GREENLEAF AVE ,01-28-2015,1164492,1947032
5154 N ELSTON AVE ,01-28-2015,1142632,1933914
5151 W FOSTER AVE ,01-28-2015,1140995,1934091
5125 W FOSTER AVE ,01-28-2015,1141152,1934095
5126 W GUNNISON ST ,01-28-2015,1141329,1931823
5102 W GUNNISON ST ,01-28-2015,1141493,1931774
5013 W GUNNISON ST ,01-28-2015,1142077,1931783
5001 W GUNNISON ST ,01-28-2015,1142157,1931785
5001 W GUNNISON ST ,01-28-2015,1142157,1931785
4919 W GUNNISON ST ,01-28-2015,1142541,1931794
4948 W GUNNISON ST ,01-28-2015,1142404,1931791
4950 W GUNNISON ST ,01-28-2015,1142630,1931796
4857 W GUNNISON ST ,01-28-2015,1143102,1931806
4824 W GUNNISON ST ,01-28-2015,1143326,1931810
4821 W GUNNISON ST ,01-28-2015,1143347,1931811
4819 W GUNNISON ST ,01-28-2015,1143360,1931811
5155 N LA CROSSE AVE ,01-28-2015,1143079,1933868
5149 N LA CROSSE AVE ,01-28-2015,1143081,1933832
5147 N LA CROSSE AVE ,01-28-2015,1143081,1933820
706 W BUCKINGHAM PL ,01-28-2015,1170924,1922471
711 W BUCKINGHAM PL ,01-28-2015,1170892,1922471
721 W BUCKINGHAM PL ,01-28-2015,1170828,1922469
725 W BUCKINGHAM PL ,01-28-2015,1170803,1922468
726 W BUCKINGHAM PL ,01-28-2015,1170796,1922468
727 W BUCKINGHAM PL ,01-28-2015,1170790,1922468
727 W BUCKINGHAM PL ,01-28-2015,1170790,1922468
728 W BUCKINGHAM PL ,01-28-2015,1170783,1922468
732 W BUCKINGHAM PL ,01-28-2015,1170758,1922467
739 W BUCKINGHAM PL ,01-28-2015,1170713,1922466
741 W BUCKINGHAM PL ,01-28-2015,1170701,1922465
741 W BUCKINGHAM PL ,01-28-2015,1170701,1922465
